id,serviceorder,locatienaam,monsternummer,nummeranalyserapport,rapportdatum,monsternemer,ruimte,tappunt,product,soort,tempvoor,tempna,analyzepakket,datum,tijd,rapportversie,parameter,component,resultaat,eh,startdatumanalyse,starttijdanalyse,omschrijving order,appt nr. 1,appt nr. 2,appt nr. 3,appt nr. 4
158875,SO008843,Nieuwehagen (HW),4,5508432,2019-08-02,Giel van de Leest,PG clientenkamers 0.69 en 0.70,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.8,22.8,HDSC_3D_KZ,2019-07-25,13:45,1,ANA0001128,Koper (ICP-MS),970,µg̸l Cu,2019-07-26,13:44,Halfj koper/zilver,0.69,0.70,,
158876,SO008843,Nieuwehagen (HW),4,5508432,2019-08-02,Giel van de Leest,PG clientenkamers 0.69 en 0.70,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.8,22.8,HDSC_3D_KZ,2019-07-25,13:45,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-07-26,09:35,Halfj koper/zilver,0.69,0.70,,
158877,SO008843,Nieuwehagen (HW),4,5508432,2019-08-02,Giel van de Leest,PG clientenkamers 0.69 en 0.70,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.8,22.8,HDSC_3D_KZ,2019-07-25,13:45,1,ANA0001129,Zilver (ICP-MS),11,µg̸l Ag,2019-07-26,13:44,Halfj koper/zilver,0.69,0.70,,
158878,SO008843,Nieuwehagen (HW),5,5508433,2019-08-02,Giel van de Leest,PG clientenkamers 0.16 en 0.17,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.4,21.2,HDSC_3D_KZ,2019-07-25,13:55,1,ANA0001150,Geanalyseerd volume,500,ml,2019-07-26,09:45,Halfj koper/zilver,0.16,0.17,,
158879,SO008843,Nieuwehagen (HW),5,5508433,2019-08-02,Giel van de Leest,PG clientenkamers 0.16 en 0.17,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.4,21.2,HDSC_3D_KZ,2019-07-25,13:55,1,ANA0000572,Koloniegetal 22 °C,37,kve̸ml,2019-07-26,09:28,Halfj koper/zilver,0.16,0.17,,
158880,SO008843,Nieuwehagen (HW),5,5508433,2019-08-02,Giel van de Leest,PG clientenkamers 0.16 en 0.17,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.4,21.2,HDSC_3D_KZ,2019-07-25,13:55,1,ANA0001128,Koper (ICP-MS),1600,µg̸l Cu,2019-07-26,13:31,Halfj koper/zilver,0.16,0.17,,
158881,SO008843,Nieuwehagen (HW),5,5508433,2019-08-02,Giel van de Leest,PG clientenkamers 0.16 en 0.17,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.4,21.2,HDSC_3D_KZ,2019-07-25,13:55,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-07-26,09:45,Halfj koper/zilver,0.16,0.17,,
158882,SO008843,Nieuwehagen (HW),5,5508433,2019-08-02,Giel van de Leest,PG clientenkamers 0.16 en 0.17,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.4,21.2,HDSC_3D_KZ,2019-07-25,13:55,1,ANA0001129,Zilver (ICP-MS),14,µg̸l Ag,2019-07-26,13:30,Halfj koper/zilver,0.16,0.17,,
158883,SO008843,Nieuwehagen (HW),6,5508434,2019-08-02,Giel van de Leest,Badkamer appartement 3.66,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.6,21.3,HDSC_3D_KZ,2019-07-25,14:05,1,ANA0001150,Geanalyseerd volume,500,ml,2019-07-26,09:45,Halfj koper/zilver,3.66,,,
158884,SO008843,Nieuwehagen (HW),6,5508434,2019-08-02,Giel van de Leest,Badkamer appartement 3.66,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.6,21.3,HDSC_3D_KZ,2019-07-25,14:05,1,ANA0000572,Koloniegetal 22 °C,17,kve̸ml,2019-07-26,09:28,Halfj koper/zilver,3.66,,,
158885,SO008843,Nieuwehagen (HW),6,5508434,2019-08-02,Giel van de Leest,Badkamer appartement 3.66,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.6,21.3,HDSC_3D_KZ,2019-07-25,14:05,1,ANA0001128,Koper (ICP-MS),980,µg̸l Cu,2019-07-26,13:28,Halfj koper/zilver,3.66,,,
158886,SO008843,Nieuwehagen (HW),6,5508434,2019-08-02,Giel van de Leest,Badkamer appartement 3.66,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.6,21.3,HDSC_3D_KZ,2019-07-25,14:05,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-07-26,09:45,Halfj koper/zilver,3.66,,,
158887,SO008843,Nieuwehagen (HW),6,5508434,2019-08-02,Giel van de Leest,Badkamer appartement 3.66,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.6,21.3,HDSC_3D_KZ,2019-07-25,14:05,1,ANA0001129,Zilver (ICP-MS),8.5,µg̸l Ag,2019-07-26,13:28,Halfj koper/zilver,3.66,,,
158888,SO008843,Nieuwehagen (HW),7,5508435,2019-08-02,Giel van de Leest,PG clientenkamers 0.40 en 0.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.7,21.1,HDSC_3D_KZ,2019-07-25,14:15,1,ANA0001150,Geanalyseerd volume,500,ml,2019-07-26,09:45,Halfj koper/zilver,0.40,0.41,,
158889,SO008843,Nieuwehagen (HW),7,5508435,2019-08-02,Giel van de Leest,PG clientenkamers 0.40 en 0.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.7,21.1,HDSC_3D_KZ,2019-07-25,14:15,1,ANA0000572,Koloniegetal 22 °C,17,kve̸ml,2019-07-26,09:28,Halfj koper/zilver,0.40,0.41,,
158890,SO008843,Nieuwehagen (HW),7,5508435,2019-08-02,Giel van de Leest,PG clientenkamers 0.40 en 0.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.7,21.1,HDSC_3D_KZ,2019-07-25,14:15,1,ANA0001128,Koper (ICP-MS),660,µg̸l Cu,2019-07-26,13:45,Halfj koper/zilver,0.40,0.41,,
158891,SO008843,Nieuwehagen (HW),7,5508435,2019-08-02,Giel van de Leest,PG clientenkamers 0.40 en 0.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.7,21.1,HDSC_3D_KZ,2019-07-25,14:15,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-07-26,09:45,Halfj koper/zilver,0.40,0.41,,
158892,SO008843,Nieuwehagen (HW),7,5508435,2019-08-02,Giel van de Leest,PG clientenkamers 0.40 en 0.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.7,21.1,HDSC_3D_KZ,2019-07-25,14:15,1,ANA0001129,Zilver (ICP-MS),25,µg̸l Ag,2019-07-26,13:45,Halfj koper/zilver,0.40,0.41,,
158893,SO008843,Nieuwehagen (HW),8,5508436,2019-08-02,Giel van de Leest,Verpleegkamers 1.40 en 1.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.6,22.8,HDSC_3D_KZ,2019-07-25,14:25,1,ANA0001150,Geanalyseerd volume,500,ml,2019-07-26,09:45,Halfj koper/zilver,1.40,1.41,,
158894,SO008843,Nieuwehagen (HW),8,5508436,2019-08-02,Giel van de Leest,Verpleegkamers 1.40 en 1.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.6,22.8,HDSC_3D_KZ,2019-07-25,14:25,1,ANA0000572,Koloniegetal 22 °C,16,kve̸ml,2019-07-26,09:28,Halfj koper/zilver,1.40,1.41,,
158895,SO008843,Nieuwehagen (HW),8,5508436,2019-08-02,Giel van de Leest,Verpleegkamers 1.40 en 1.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.6,22.8,HDSC_3D_KZ,2019-07-25,14:25,1,ANA0001128,Koper (ICP-MS),1100,µg̸l Cu,2019-07-26,13:43,Halfj koper/zilver,1.40,1.41,,
158896,SO008843,Nieuwehagen (HW),8,5508436,2019-08-02,Giel van de Leest,Verpleegkamers 1.40 en 1.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.6,22.8,HDSC_3D_KZ,2019-07-25,14:25,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-07-26,09:45,Halfj koper/zilver,1.40,1.41,,
158897,SO008843,Nieuwehagen (HW),8,5508436,2019-08-02,Giel van de Leest,Verpleegkamers 1.40 en 1.41,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,25.6,22.8,HDSC_3D_KZ,2019-07-25,14:25,1,ANA0001129,Zilver (ICP-MS),15,µg̸l Ag,2019-07-26,13:41,Halfj koper/zilver,1.40,1.41,,
158898,SO008843,Nieuwehagen (HW),9,5508437,2019-08-02,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,24.1,21.5,HDSC_3D_KZ,2019-07-25,14:35,1,ANA0001154,Legionella non-pneumophila,5400,kve̸l,2019-08-02,13:06,Halfj koper/zilver,1.52,1.53,,
158899,SO008843,Nieuwehagen (HW),9,5508437,2019-08-02,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,24.1,21.5,HDSC_3D_KZ,2019-07-25,14:35,1,ANA0001154,Legionella pneumophila,<100,kve̸l,2019-08-02,13:06,Halfj koper/zilver,1.52,1.53,,
158900,SO008843,Nieuwehagen (HW),9,5508437,2019-08-02,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,24.1,21.5,HDSC_3D_KZ,2019-07-25,14:35,1,ANA0001150,Geanalyseerd volume,500,ml,2019-07-26,09:45,Halfj koper/zilver,1.52,1.53,,
158901,SO008843,Nieuwehagen (HW),9,5508437,2019-08-02,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,24.1,21.5,HDSC_3D_KZ,2019-07-25,14:35,1,ANA0000572,Koloniegetal 22 °C,6,kve̸ml,2019-07-26,09:29,Halfj koper/zilver,1.52,1.53,,
158902,SO008843,Nieuwehagen (HW),9,5508437,2019-08-02,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,24.1,21.5,HDSC_3D_KZ,2019-07-25,14:35,1,ANA0001128,Koper (ICP-MS),1200,µg̸l Cu,2019-07-26,13:39,Halfj koper/zilver,1.52,1.53,,
158903,SO008843,Nieuwehagen (HW),9,5508437,2019-08-02,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,24.1,21.5,HDSC_3D_KZ,2019-07-25,14:35,1,ANA0001150,Totaal Legionella spp,5400,kve̸l,2019-07-26,09:45,Halfj koper/zilver,1.52,1.53,,
158904,SO008843,Nieuwehagen (HW),9,5508437,2019-08-02,Giel van de Leest,Verpleegkamers 1.52 en 1.53,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,24.1,21.5,HDSC_3D_KZ,2019-07-25,14:35,1,ANA0001129,Zilver (ICP-MS),11,µg̸l Ag,2019-07-26,13:38,Halfj koper/zilver,1.52,1.53,,
158905,SO008843,Nieuwehagen (HW),10,5508438,2019-08-02,Giel van de Leest,Logeerkamer bewoners,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.5,20.7,HDSC_3D_KZ,2019-07-25,14:45,1,ANA0001150,Geanalyseerd volume,500,ml,2019-07-26,09:45,Halfj koper/zilver,,,,
158906,SO008843,Nieuwehagen (HW),10,5508438,2019-08-02,Giel van de Leest,Logeerkamer bewoners,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.5,20.7,HDSC_3D_KZ,2019-07-25,14:45,1,ANA0000572,Koloniegetal 22 °C,51,kve̸ml,2019-07-26,09:28,Halfj koper/zilver,,,,
158907,SO008843,Nieuwehagen (HW),10,5508438,2019-08-02,Giel van de Leest,Logeerkamer bewoners,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.5,20.7,HDSC_3D_KZ,2019-07-25,14:45,1,ANA0001128,Koper (ICP-MS),700,µg̸l Cu,2019-07-26,13:40,Halfj koper/zilver,,,,
158908,SO008843,Nieuwehagen (HW),10,5508438,2019-08-02,Giel van de Leest,Logeerkamer bewoners,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.5,20.7,HDSC_3D_KZ,2019-07-25,14:45,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-07-26,09:45,Halfj koper/zilver,,,,
158909,SO008843,Nieuwehagen (HW),10,5508438,2019-08-02,Giel van de Leest,Logeerkamer bewoners,Thermostatische douchemengkraan,Drinkwater,Koud water uit tappunt,23.5,20.7,HDSC_3D_KZ,2019-07-25,14:45,1,ANA0001129,Zilver (ICP-MS),19,µg̸l Ag,2019-07-26,13:40,Halfj koper/zilver,,,,
134882,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000557,Bacteriën van de coligroep,0,kve̸100 ml,2019-04-30,09:15,Jaarl mp IIIc,C1.17,,,
134883,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000202,Calcium (ICP-MS),49,mg̸l Ca,2019-05-01,18:09,Jaarl mp IIIc,C1.17,,,
134884,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000288,EGV 20°C,57,mS̸m,2019-04-30,09:11,Jaarl mp IIIc,C1.17,,,
134885,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000569,Enterokokken spp,0,kve̸100 ml,2019-04-30,09:15,Jaarl mp IIIc,C1.17,,,
134886,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000557,Escherichia coli (standaard test),0,kve̸100 ml,2019-04-30,09:15,Jaarl mp IIIc,C1.17,,,
134887,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000569,Intestinale enterokokken,0,kve̸100 ml,2019-04-30,09:15,Jaarl mp IIIc,C1.17,,,
134888,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000572,Koloniegetal 22 °C,58,kve̸ml,2019-04-30,09:15,,C1.17,,,
134889,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000358,Magnesium (ICP-MS),6.4,mg̸l Mg,2019-05-01,18:09,,C1.17,,,
134890,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000557,Stoorflora,afwezig,,2019-04-30,09:15,,C1.17,,,
134891,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000288,Temperatuur tijdens meting,16.8,°C,2019-04-30,09:11,,C1.17,,,
134892,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000419,Temperatuur tijdens meting,15.3,°C,2019-04-30,09:11,,C1.17,,,
134893,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000304,Totale hardheid berekend,1.49,mmol̸l,2019-05-03,12:32,,C1.17,,,
134894,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000516,Waterstofcarbonaat,230,mg̸l HCO3,2019-04-30,09:11,,C1.17,,,
134895,SO008721,Noorderkroon (HW),1,5464640,2019-05-03,Giel van de Leest,Techniekruimte C1.17 kelder,Aftap na waterontharder 1 links,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:25,1,ANA0000419,Zuurgraad,7.80,pH-eenh.,2019-04-30,09:11,,C1.17,,,
134896,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000557,Bacteriën van de coligroep,0,kve̸100 ml,2019-04-30,09:15,,C1.17,,,
134897,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000202,Calcium (ICP-MS),32,mg̸l Ca,2019-05-01,18:02,,C1.17,,,
134898,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000288,EGV 20°C,57,mS̸m,2019-04-30,09:26,,C1.17,,,
134899,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000569,Enterokokken spp,0,kve̸100 ml,2019-04-30,09:15,,C1.17,,,
134900,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000557,Escherichia coli (standaard test),0,kve̸100 ml,2019-04-30,09:15,,C1.17,,,
134901,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000569,Intestinale enterokokken,0,kve̸100 ml,2019-04-30,09:15,,C1.17,,,
134902,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000572,Koloniegetal 22 °C,72,kve̸ml,2019-04-30,09:15,,C1.17,,,
134903,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000358,Magnesium (ICP-MS),4.1,mg̸l Mg,2019-05-01,18:02,,C1.17,,,
134904,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000557,Stoorflora,afwezig,,2019-04-30,09:15,,C1.17,,,
134905,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000288,Temperatuur tijdens meting,17.1,°C,2019-04-30,09:26,,C1.17,,,
134906,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000419,Temperatuur tijdens meting,15.9,°C,2019-04-30,09:26,,C1.17,,,
134907,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000304,Totale hardheid berekend,0.956,mmol̸l,2019-05-03,12:32,,C1.17,,,
134908,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000516,Waterstofcarbonaat,240,mg̸l HCO3,2019-04-30,09:26,,C1.17,,,
134909,SO008721,Noorderkroon (HW),2,5464641,2019-05-03,Giel van de Leest,Techniek ruimte C1.17 kelder,Aftap na waterontharder 2 rechts,Drinkwater,Koud water,14.5,14.5,HDSC_3C,2019-04-29,14:35,1,ANA0000419,Zuurgraad,7.85,pH-eenh.,2019-04-30,09:26,,C1.17,,,
135803,SO008719,Noorderkroon (HW),1,5464608,2019-05-07,Giel van de Leest,A.1.18/19 kamer 113 en 114,Thermostatische douchemengkraan zonder legionellafilter,Drinkwater,Koud water,21.9,17.3,HDSC_3D_KZ,2019-04-29,13:50,1,ANA0001154,Legionella non-pneumophila,2900,kve̸l,2019-05-07,12:22,,A.1.18,19,113,114
135804,SO008719,Noorderkroon (HW),1,5464608,2019-05-07,Giel van de Leest,A.1.18/19 kamer 113 en 114,Thermostatische douchemengkraan zonder legionellafilter,Drinkwater,Koud water,21.9,17.3,HDSC_3D_KZ,2019-04-29,13:50,1,ANA0001154,Legionella pneumophila,<100,kve̸l,2019-05-07,12:22,,A.1.18,19,113,114
135805,SO008719,Noorderkroon (HW),1,5464608,2019-05-07,Giel van de Leest,A.1.18/19 kamer 113 en 114,Thermostatische douchemengkraan zonder legionellafilter,Drinkwater,Koud water,21.9,17.3,HDSC_3D_KZ,2019-04-29,13:50,1,ANA0001150,Geanalyseerd volume,500,ml,2019-04-30,10:41,,A.1.18,19,113,114
135806,SO008719,Noorderkroon (HW),1,5464608,2019-05-07,Giel van de Leest,A.1.18/19 kamer 113 en 114,Thermostatische douchemengkraan zonder legionellafilter,Drinkwater,Koud water,21.9,17.3,HDSC_3D_KZ,2019-04-29,13:50,1,ANA0000572,Koloniegetal 22 °C,34,kve̸ml,2019-04-30,09:13,,A.1.18,19,113,114
135807,SO008719,Noorderkroon (HW),1,5464608,2019-05-07,Giel van de Leest,A.1.18/19 kamer 113 en 114,Thermostatische douchemengkraan zonder legionellafilter,Drinkwater,Koud water,21.9,17.3,HDSC_3D_KZ,2019-04-29,13:50,1,ANA0001128,Koper (ICP-MS),470,µg̸l Cu,2019-04-30,18:14,,A.1.18,19,113,114
135808,SO008719,Noorderkroon (HW),1,5464608,2019-05-07,Giel van de Leest,A.1.18/19 kamer 113 en 114,Thermostatische douchemengkraan zonder legionellafilter,Drinkwater,Koud water,21.9,17.3,HDSC_3D_KZ,2019-04-29,13:50,1,ANA0001150,Totaal Legionella spp,2900,kve̸l,2019-04-30,10:41,,A.1.18,19,113,114
135809,SO008719,Noorderkroon (HW),1,5464608,2019-05-07,Giel van de Leest,A.1.18/19 kamer 113 en 114,Thermostatische douchemengkraan zonder legionellafilter,Drinkwater,Koud water,21.9,17.3,HDSC_3D_KZ,2019-04-29,13:50,1,ANA0001129,Zilver (ICP-MS),11,µg̸l Ag,2019-04-30,18:14,,A.1.18,19,113,114
135810,SO008719,Noorderkroon (HW),2,5464609,2019-05-07,Giel van de Leest,A.1.22/23 kamer 117 en 118,Thermostatische douchemengkraan,Drinkwater,Koud water,23.8,18.1,HDSC_3D_KZ,2019-04-29,13:45,1,ANA0001154,Legionella non-pneumophila,1800,kve̸l,2019-05-07,12:21,,A.1.22,23,117,118
135811,SO008719,Noorderkroon (HW),2,5464609,2019-05-07,Giel van de Leest,A.1.22/23 kamer 117 en 118,Thermostatische douchemengkraan,Drinkwater,Koud water,23.8,18.1,HDSC_3D_KZ,2019-04-29,13:45,1,ANA0001154,Legionella pneumophila,<100,kve̸l,2019-05-07,12:21,,A.1.22,23,117,118
135812,SO008719,Noorderkroon (HW),2,5464609,2019-05-07,Giel van de Leest,A.1.22/23 kamer 117 en 118,Thermostatische douchemengkraan,Drinkwater,Koud water,23.8,18.1,HDSC_3D_KZ,2019-04-29,13:45,1,ANA0001150,Geanalyseerd volume,500,ml,2019-04-30,10:42,,A.1.22,23,117,118
135813,SO008719,Noorderkroon (HW),2,5464609,2019-05-07,Giel van de Leest,A.1.22/23 kamer 117 en 118,Thermostatische douchemengkraan,Drinkwater,Koud water,23.8,18.1,HDSC_3D_KZ,2019-04-29,13:45,1,ANA0000572,Koloniegetal 22 °C,52,kve̸ml,2019-04-30,09:14,,A.1.22,23,117,118
135814,SO008719,Noorderkroon (HW),2,5464609,2019-05-07,Giel van de Leest,A.1.22/23 kamer 117 en 118,Thermostatische douchemengkraan,Drinkwater,Koud water,23.8,18.1,HDSC_3D_KZ,2019-04-29,13:45,1,ANA0001128,Koper (ICP-MS),490,µg̸l Cu,2019-04-30,18:55,,A.1.22,23,117,118
135815,SO008719,Noorderkroon (HW),2,5464609,2019-05-07,Giel van de Leest,A.1.22/23 kamer 117 en 118,Thermostatische douchemengkraan,Drinkwater,Koud water,23.8,18.1,HDSC_3D_KZ,2019-04-29,13:45,1,ANA0001150,Totaal Legionella spp,1800,kve̸l,2019-04-30,10:42,,A.1.22,23,117,118
135816,SO008719,Noorderkroon (HW),2,5464609,2019-05-07,Giel van de Leest,A.1.22/23 kamer 117 en 118,Thermostatische douchemengkraan,Drinkwater,Koud water,23.8,18.1,HDSC_3D_KZ,2019-04-29,13:45,1,ANA0001129,Zilver (ICP-MS),4.4,µg̸l Ag,2019-04-30,18:55,,A.1.22,23,117,118
135817,SO008719,Noorderkroon (HW),3,5464610,2019-05-07,Giel van de Leest,A.3.20 appartement 317,Thermostatische douchemengkraan,Drinkwater,Koud water,22.7,19.7,HDSC_11,2019-04-29,13:00,1,ANA0001150,Geanalyseerd volume,500,ml,2019-04-30,09:16,,A.3.20,317,,
135818,SO008719,Noorderkroon (HW),3,5464610,2019-05-07,Giel van de Leest,A.3.20 appartement 317,Thermostatische douchemengkraan,Drinkwater,Koud water,22.7,19.7,HDSC_11,2019-04-29,13:00,1,ANA0001150,Totaal Legionella spp,<100,kve̸l,2019-04-30,09:16,,A.3.20,317,,
