locatienaam,datum,frequentie,norm/eis,kritisch punt (onderwerp),locatie,advies: controlemiddel,hoofd- functie,uitgevoerd,opmerking,ingevuld door,ingevuld op,schema afgesloten,appt nr. 1,appt nr. 2
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,Twee douchemengkraan,Ruimte B.01.03 kleedruimte heren ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,B.01.03,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,douchemengkraan,Ruimte C.01.12 kleedruimte dames ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,C.01.12,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,C.01.06,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,Douchemengkraan + wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,C.1.06,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,A.2.28,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,wasmachinekraan  (voorheen aangesloten op po spoeler),Ruimte A.2.39 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,A.2.39,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,wasmachinekraan ww (voorheen aangesloten op po spoeler),Ruimte A.3.39 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,A.3.39,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte B.0.04 artsenkamer ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,B.0.04,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,C.0.15,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,Wastafelmengkraan,Werkplaats A.01.17 ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,NEE,nvt,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,A.01.17,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,douchemengkraan,Ruimte C.01.12 kleedruimte dames ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,C.01.12,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,C.01.06,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water, Douchemengkraan + wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,C.1.06,
Noorderkroon (HW),2017-10-23,Wekelijks,Voorkomen stilstand van water,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,A.2.28,
Noorderkroon (HW),2017-10-23,Indien aan de orde,Voorkomen stilstand van water,Indien aan de orde: Koudwatertappunten in appartementen die > een week niet gebruikt worden,Alle aanwezige tappunten (bijvoorbeeld bij leegstand appartement),"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,,
Noorderkroon (HW),2017-10-23,Indien aan de orde,Voorkomen stilstand van water,Indien aan de orde: Warmwatertappunten in appartementen die > een week niet gebruikt worden,Alle aanwezige tappunten (bijvoorbeeld bij leegstand appartement),"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-10-26 10:44:45,JA,,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,Ruimte A.0.57 alle aanwezige tappunten,Ruimte A.0.57 rolstoeltoilet ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.0.57,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,Ruimte A0.56 alle aanwezige tappunten,Ruimte A0.56 rolstoeltoilet ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A0.56,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water, wasmachinekraan ,Ruimte A.0.45 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.0.45,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte B.0.04 artsenkamer ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,B.0.04,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.0.15,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water, Wastafelmengkraan,Werkplaats A.01.17 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.01.17,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,wasmachinekraan ,Ruimte A.1.45 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.1.45,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,twee douchemengkranen,Ruimte B.01.03 kleedruimte heren ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,B.01.03,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,Twee douchemengkraan,Ruimte B.01.03 kleedruimte heren ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,B.01.03,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,douchemengkraan,Ruimte C.01.12 kleedruimte dames ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.01.12,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.01.06,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,Douchemengkraan + wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.1.06,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.2.28,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,wasmachinekraan  (voorheen aangesloten op po spoeler),Ruimte A.2.39 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.2.39,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,wasmachinekraan ww (voorheen aangesloten op po spoeler),Ruimte A.3.39 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.3.39,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte B.0.04 artsenkamer ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,B.0.04,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.0.15,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,Wastafelmengkraan,Werkplaats A.01.17 ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,Geen Boiler meer,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.01.17,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,douchemengkraan,Ruimte C.01.12 kleedruimte dames ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.01.12,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.01.06,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water, Douchemengkraan + wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,C.1.06,
Noorderkroon (HW),2017-10-30,Wekelijks,Voorkomen stilstand van water,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,A.2.28,
Noorderkroon (HW),2017-10-30,Indien aan de orde,Voorkomen stilstand van water,Indien aan de orde: Koudwatertappunten in appartementen die > een week niet gebruikt worden,Alle aanwezige tappunten (bijvoorbeeld bij leegstand appartement),"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,,
Noorderkroon (HW),2017-10-30,Indien aan de orde,Voorkomen stilstand van water,Indien aan de orde: Warmwatertappunten in appartementen die > een week niet gebruikt worden,Alle aanwezige tappunten (bijvoorbeeld bij leegstand appartement),"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-01 12:26:34,JA,,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,Ruimte A.0.57 alle aanwezige tappunten,Ruimte A.0.57 rolstoeltoilet ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.0.57,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,Ruimte A0.56 alle aanwezige tappunten,Ruimte A0.56 rolstoeltoilet ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A0.56,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water, wasmachinekraan ,Ruimte A.0.45 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.0.45,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte B.0.04 artsenkamer ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,B.0.04,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.0.15,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water, Wastafelmengkraan,Werkplaats A.01.17 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.01.17,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,wasmachinekraan ,Ruimte A.1.45 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.1.45,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,twee douchemengkranen,Ruimte B.01.03 kleedruimte heren ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,B.01.03,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,Twee douchemengkraan,Ruimte B.01.03 kleedruimte heren ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,B.01.03,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,douchemengkraan,Ruimte C.01.12 kleedruimte dames ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.01.12,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.01.06,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,Douchemengkraan + wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.1.06,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.2.28,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,wasmachinekraan  (voorheen aangesloten op po spoeler),Ruimte A.2.39 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.2.39,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,wasmachinekraan ww (voorheen aangesloten op po spoeler),Ruimte A.3.39 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.3.39,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte B.0.04 artsenkamer ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,B.0.04,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.0.15,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,Wastafelmengkraan,Werkplaats A.01.17 ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,Geen boiler meer,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.01.17,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,douchemengkraan,Ruimte C.01.12 kleedruimte dames ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.01.12,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.01.06,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water, Douchemengkraan + wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,C.1.06,
Noorderkroon (HW),2017-11-06,Wekelijks,Voorkomen stilstand van water,Mengkraan boven spoelbak,Ruimte A.2.28 werkkast ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,A.2.28,
Noorderkroon (HW),2017-11-06,Indien aan de orde,Voorkomen stilstand van water,Indien aan de orde: Koudwatertappunten in appartementen die > een week niet gebruikt worden,Alle aanwezige tappunten (bijvoorbeeld bij leegstand appartement),"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,,
Noorderkroon (HW),2017-11-06,Indien aan de orde,Voorkomen stilstand van water,Indien aan de orde: Warmwatertappunten in appartementen die > een week niet gebruikt worden,Alle aanwezige tappunten (bijvoorbeeld bij leegstand appartement),"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-10 10:35:32,JA,,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,Ruimte A.0.57 alle aanwezige tappunten,Ruimte A.0.57 rolstoeltoilet ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,A.0.57,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,Ruimte A0.56 alle aanwezige tappunten,Ruimte A0.56 rolstoeltoilet ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,A0.56,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water, wasmachinekraan ,Ruimte A.0.45 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,A.0.45,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water, keukenmengkraan,Ruimte B.0.04 artsenkamer ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,B.0.04,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,spoelkeuken handenwasbak,Ruimte C.0.15 spoelkeuken handenwasbak,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,C.0.15,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water, Wastafelmengkraan,Werkplaats A.01.17 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,A.01.17,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,wasmachinekraan ,Ruimte A.1.45 ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,Is WW,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,A.1.45,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,twee douchemengkranen,Ruimte B.01.03 kleedruimte heren ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,B.01.03,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,Twee douchemengkraan,Ruimte B.01.03 kleedruimte heren ,"Periodiek doorspoelen met warm water totdat de temperatuur een constante waarde heeft, ruim boven 60°C. Wanneer de watertemperatuur 60°C heeft bereikt, twee minuten spoelen per leidingdeel.",WW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,B.01.03,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,douchemengkraan,Ruimte C.01.12 kleedruimte dames ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,C.01.12,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,keukenmengkraan,Ruimte C.01.06 Vergaderruimte ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,C.01.06,
Noorderkroon (HW),2017-11-13,Wekelijks,Voorkomen stilstand van water,Douchemengkraan + wastafelmengkraan,Ruimte C.1.06 Kantoor Cello ,"Werkwijze: doorspoelen totdat een stabiele temperatuur is bereikt, vervolgens 2 minuten doorstromen.",KW,JA,,Servicedienst Noorderkroon,2017-11-17 08:43:44,JA,C.1.06,
